User Name,Title,Rating,Time,Country,Content
eric mezino,Interlocuteur a apporté une explication…,4,11/03/22,RE,Interlocuteur a apporté une explication claire et conciseEfficacité de ce dernier
Francois,Personne compétente suite à demande de…,5,11/03/22,FR,Personne compétente suite à demande de renseignement pour connexion nouvelle carte bancaire.
Client,Bonne écoute.,5,11/03/22,FR,
Jeremy,Personne sérieuse et gentil merci,5,11/03/22,FR,
jean-pierre guelle,à fuir,1,11/03/22,FR,"l'entreprise n'a pas les moyens de répondre à ses obligation client, j'ai une demande de carnet de chèques en cours, un virement en attente de validation et une demande d'augmentation de mon plafond de paiement en cours, donc plus de moyens de paiement par carte et des capacités très limitées de disposer de fonds, et pour couronner le tout le tchat seul moyen de contact a été couper au bout de 40mn"
LESAGE Robert,interlocuteur aimable et surtout efficace,5,11/03/22,FR,"intervention rapide d'un agent , doublée d'une grande efficacité . la réponse à ma demande fut claire ainsi que la marche à suivre ."
Christian Riehl,Suite à un souci sur l'utilisation de…,5,11/03/22,FR,"Suite à un souci sur l'utilisation de ma carte bancaire,  le conseiller que j'ai eu en ligne a pu vérifier utilment tous les éléments techniques de mon compte. Merci à ce conseiller."
Nelly,Conseillère a l'écoute,5,11/02/22,FR,"Conseillère a l'écoute, qui a pris le temps de répondre à mes questions."
Fatima Egresso,personne très aimable et à l'écoute,5,11/02/22,FR,j'ai eu affaire à une personne très aimable et gentille qui m'a expliquer et à résolu mon problème
matthieu Ranvier,Mediocre,1,11/02/22,FR,"Pour ouvrir un compte lors de la souscription d’un compte téléphonique il y a du monde mais pour résilier il n’y a personne.On m’a souscrit des services sans que je le demande et quand j’ai demandé la résiliation du compte personne ne s’en est occupé. En attendant on m’a bien débité une carte inexistante avec des agios et sans me le dire. Très déçu du service client, du manque de compréhension des salariés. Restez à la téléphonie, ce sera très bien, vous n’êtes pas des banquiers !!En attendant je résilie orange bank et mobile."
Romain,A l'écoute,4,11/02/22,FR,Bon accueil attente pas trop longue A voir la suite pour la résolution du problème...
stephane,achat en boutique marseille bonneveine,5,11/02/22,FR,
Soliveres,je suis allée a bretigny j'ai ete pris…,5,11/02/22,FR,je suis allée a bretigny j'ai ete pris en charge immédiatement et de façon super sympa merci
Pierre,Application GBanque,5,11/02/22,FR,"Résolution très rapide du problème, le compte était bloqué, avec impossibilité d'accéder au compte GBanque sur mon smartphone."
Cécile MORET,Le conseiller était poli et efficace,4,11/02/22,FR,"Le conseiller était poli et efficace, reste à savoir si la clôture de compte sera aussi rapide que ce qu'il m'a indiqué."
Mr PATRICK PUCHEU,Très agréable très efficace,5,11/02/22,FR,Un échange rapide et efficace
Eric,Dommage qu on ne peut joindre un…,4,11/02/22,FR,"Dommage qu on ne peut joindre un conseiller par téléphone, ça serait tellement plus simple que de chatter"
Magali68,Très professionnel et a l'écoute des…,4,11/02/22,FR,Très professionnel et a l'écoute des demandes
Sophie,Service client réactif,5,11/02/22,FR,"Service client réactif, aimable, à l'écoute.Merci !"
Mr Richard Ramon,vieux client orange toujours rien a…,5,11/02/22,FR,"vieux client orange toujours rien a signaler , certes des concurrents moins chers mais je préfère la sécurité et la qualité"
DUBOIS ISABELLE,Interlocutrice  très  agréable,5,11/02/22,FR,Interlocutrice  très  agréable Ma apporter la réponse  à mon interrogationTrès bon echange
Quentin,Service super agréable et efficace pour…,5,11/02/22,FR,Service super agréable et efficace pour toute demande.
Nicole,Conseiller à l'écoute,5,11/02/22,FR,"Conseiller à l'écoute, très professionnel.Pour moi, les changements apportés à l'utilisation des comptes sur l'ordinateur me perturbent (ex suppression des virements cpte Astréa + vers le compte courant Astréa....)"
Isabelle,Très bien,5,11/01/22,FR,Très bon accueil 👍
Hammouali,Très réactif.,5,11/01/22,FR,Très réactif.Traitement de mon dossier dans un temps record.
Daras,Simplicité,5,11/01/22,FR,"Simplicité, gratuité et liberté 👍"
Patrice,j'hue du mal avec l'appli,5,10/31/22,FR,
manning francis,"Les conseillers n'ont de "" baguette…",5,10/31/22,FR,"Les conseillers n'ont de "" baguette magique "" pour effacer les problèmes financiers de certains clients dont je fais partie......"
Kurtisevski,On trouve toujours des solutions avec…,5,10/31/22,FR,On trouve toujours des solutions avec Orange Bank
Simon,Top!,5,10/31/22,FR,Une réponse précise et rapide : cela rassure de savoir le soin qui sera apporté pour le traitement (à veni de ma demande
Gisele Lombardini,Accueil sympathique et précis,5,10/31/22,FR,
Aurelia,Personne très agréable et compétente,5,10/31/22,FR,Personne très agréable et compétente. Merci 👍
Cecile,très bien,5,10/31/22,FR,"très bien, pas d'attente téléphonique"
Monsieur FILLEBEEN,Orange Bank,5,10/31/22,FR,"Un mails m'a été transmis ,le conseille a su me répondre clairement ou était le problème"
Jean-Luc,Passage de Visa à Mastercard,5,10/31/22,FR,"Le passage de Gbanque de visa à mastercard posé une difficulté : il n'y a plus le transfert automatique entre le compte courant et le livret, ce qui peut occasionner un découvert si on n'y prend pas garde."
Genevieve,A l'écoute et patiente,5,10/31/22,FR,"A l'écoute et patiente, conseillère formidable. merci"
M DIALLOBARRY,Soulagé satisfaction d’avoir le meilleurs,5,10/31/22,FR,Les évaluations qui permettent de savoir qui est le meilleur à donné Orange  Bank et Fortuneo j’ai un peu plus confiance dans une enseigne qui me donne ma box fibre et mon téléphone à recharger
M.F.,Aucun soucis,5,10/31/22,FR,"Aucun soucis, j'ai pu acheter un produit de plus grâce à ce financement."
Client,Très satisfait pour l aide,5,10/30/22,FR,Très satisfait pour l aideJuste un point un peu moins bon concernant l'heure le samedi matin vous avez écrit que il était possible d'avoir par téléphone un conseiller a partir de 8 heure le samedi matin En réalité j'ai essayé pendant une heure et ça a décroché qu'à 9h
Nuria Marquez-Castillo,Toujours aussi ravie de votre accueil…,5,10/30/22,FR,Toujours aussi ravie de votre accueil et de votre professionnalisme.Je resterai cliente chez vous longtemps et je le conseille à mon entourage familial et amical.CordialementMme MARQUEZ Nuria
Feltain,Très satisfaite,4,10/30/22,FR,Tres satisfaite
VINCENT CASSEN,Gestion de mes plafonds de paiements,5,10/30/22,FR,"Gestion de mes plafonds de paiement respectée. Les sécurités sont là et bien là, et ma foi c'est tant mieux. On peut d'ailleurs aisément en gérer les montants et les modifier à bon escient si besoin"
Alain D,Simple,5,10/30/22,FR,Simple. Sans frais.
Mr MOREAU,virement instantané à mon fils qui…,5,10/30/22,FR,virement instantané à mon fils qui m'avait envoyé une demande de virement ... via O. Bank !
Phalip,Extrêmement pratique à tout point de…,4,10/30/22,FR,"Extrêmement pratique à tout point de vue. Si ce n'était l'habitude prise depuis des dizaines d'années avec ma banque d'origine, je basculerais intégralement sur Orange Bank"
CLAUDETTE  RANDRIANARISON,Le point fort des OB est de toujours…,4,10/30/22,FR,Le point fort des OB est de toujours chercher une solution en cas de problème.
Delassus,Des difficultés de connexion parfois,4,10/30/22,FR,
Hélène JEANNE LILIANE,Rien à ajouter,5,10/30/22,FR,
JEAN-LOUIS JONDEAU,lire la phrase précédente...,3,10/29/22,FR,
Virginie,Efficacité,5,10/29/22,FR,"Poli, efficace, rapide. Parfait."
Richard,Oubli de l'identification,5,10/29/22,FR,"Oubli de l'identification, problème règlé en un appel"
Maryline,Je regrette de ne pas avoir connu…,5,10/29/22,FR,"Je regrette de ne pas avoir connu orange bank plus tôt, cela m aurait évité de perdre beaucoup d argent avec mon ancienne banque"
LOUIS,EXPERIENCE BIENFAISANTE ET SURE,5,10/29/22,FR,
jean michel Lilié,La dernière personne fût la bonne.,5,10/29/22,FR,La dernière expérience fut la bonne.Merci à cette personne.
Dominique,Banque,4,10/29/22,FR,Tres bien entretenu
Cyrille HALLER,Très bien ........',5,10/29/22,FR,
Ophélie,Bon échange réponse rapide,5,10/29/22,FR,
Armelle,Bonne écoute,5,10/29/22,FR,"Joignable facilement le samedi matin, et répond à toutes nos demandes agréablement."
Trem,"Bonne banque, je recommande",5,10/29/22,FR,"Bonne banque avec des fonctionnalités appréciées telles que recharger son compte instantanément par CB, et surtout pas de frais de tenue de compte"
Cuccuru Nicora,Très satisfaite d'avoir ouvert ce compte,5,10/28/22,FR,
Martrenchar mieux horizontale gêne quand on s'assoit ,Tout se passe bien maintenant,5,10/28/22,FR,
Andre,parfaitement parfait,5,10/28/22,FR,
BERNARD PARENT,Satisfaite de l'entretien téléphonique…,5,10/28/22,FR,Satisfaite de l'entretien téléphonique et des informations et conseils do28102022nnés.
Bernand,J'adore Orange bank,5,10/28/22,FR,
Boubou,Très bien expliqué,4,10/28/22,FR,Très très sympa
Valou,Positivité,5,10/28/22,GP,Super expérience
Mengolli,Gentillesse proffessionel,5,10/28/22,FR,
Yanis Hammoudi,Super réactivité et sympathique,5,10/28/22,FR,
Patricia,Service client a l'écoute pour nous trouver des solutions,4,10/28/22,FR,Difficile à contacter pendant la journée mais à la fin de la journée on m'a très rapidement répondu où j'ai eu monsieur Christopher qui m'a très bien expliqué les démarches possible pour mon dossier tout en étant professionnel et agréable
client(e),Rapide efficace elle nous informent de…,5,10/28/22,FR,"Rapide efficace elle nous informent de chaque démarches que nous faisons, ont choisis notre propre code et beaucoup d’autres choses positives, oui je recommande cette banque qui ne coûte rien contrairement à ce que je paye en charges et autres  sur ma banque principale"
GERVILLE,Réponse très rapide,4,10/28/22,RE,
Mr DERNAT CYRILLE,Très bien parfait,5,10/28/22,FR,
Marie Francoise,Problème,4,10/28/22,FR,Pour vous joindre beaucoup de temps passer
Denglehem Florent,Réveiller par un mail de satisfatiibkkķķķ,1,10/28/22,FR,Maudire notification de mail a 6h29 du mat qui m a réveillé Possible d envoyer les mail plus tard non ? Surtout pour evaluer ma satisfaction qui frise le zéro après un revel
HUMBLOT,Dele de paiem je conseile a mes proches,5,10/28/22,RE,Dele de paiement
loulou Lyon,Impossible de change adresse ou ferme sont compte sans rib,1,10/28/22,FR,Il m'a était impossible de change mon adresse malgré attestation abonnement électrique de chez Total énergie  .Impossible de ferme le compte sans leur donnée un autre RIB .Il refuse de me donnee leur adresse pour leur envoyer une lettre AR pour les obligé a fermé mon compte chez eu  sans devoir leur donne un RIB d'une autre banque .J'essaie encore une fois .mais après  j'irai voir une association de consommateurs qui me dise où envoye une lettre recommandé avec AR pour obligé orange a fermé mon compte sans autre RIB . Vue que il refuse tout le donne
AUBERT,taux interssant,5,10/27/22,FR,Credit avec un taux interessantet les dossiers sont règles rapidement
Moli,Parfait,5,10/27/22,FR,Nous sommes satisfaits des échanges et des relations avec notre Conseiller d'Orange Bank
Rouquette,Difficile de déposer des chèques ou…,4,10/27/22,FR,"Difficile de déposer des chèques ou espèces, sinon rien à dire."
Michel,3 étoiles à cause d'être obligé de…,3,10/27/22,FR,3 étoiles à cause d'être obligé de faire 3 appels de plus de 5 mn pour joindre la conseillère
sandrine,Attention arnaque,1,10/27/22,FR,"Bonjour, quel calvaire! On m’a à priori souscrit une signature pour l’ouverture d’un compte que je n’ai jamais activé! Aujourd’hui on me dis que je suis à découvert alors que je n’ai même pas d’identifiant ! Et quand je demande mes identifiants, j’ai un retour de mail 1 mois plus tard en me redemandant les éléments déjà transmis pour traiter ma réclamation ! C’est une honte ! Je réclame que l’on me recontacte, je ne veux plus jamais avoir affaire à ce service par la suite ! Attention arnaque"
Sebastien Durand ,Top je recommande,4,10/27/22,FR,
Jean Baptiste,Satisfait  rien à dire,5,10/27/22,RE,
Conrad,J'utilise ce compte en complément de…,5,10/27/22,FR,J'utilise ce compte en complément de mon compte bancaire très facile d'utilisation et toujours possibilité de bloquer la carte si je ne la retrouve plus et de la débloquer dès que je la retrouve ceci me facilite énormément la vie
Isabelle,Conseiller sympa ET pro à l'écoute qui…,4,10/27/22,FR,Conseiller sympa ET pro à l'écoute qui a su trouver une solution à mon problème.Point TRES négatif sur le numéro de téléphone que je n'ai pas trouvé sur le site Orange Bank mais sur Google... Le discution sur leur système de chat (IA ou Expert) étant une horreur !
Esay 50,J’ai acheté deux IPhone avec…,1,11/09/22,FR,"J’ai acheté deux IPhone avec accessoires dans une boutique Orange.Impossible d’approvisionner mon compte Orange Bank avec ma carte bleue d’une autre banque.Celle ci fonctionnait très bien avec un compte approvisionné.J’ai donc réglé avec mon autre banque mais adieu au cashback d’orange Bank  pour ces achats.J’ai demandé la résiliation de mon compte le 20/10, a ce jour, le 31/10, mon compte toujours pas résilié.Réponse d’orange le 09/11 sur le site Trustpilot. Trop tard, j’ai clôturé mon compte.J’avais fait part de mon problème dès constat de celui-ci .Personne n’a réagi ni daigné me répondre directement.je ne change pas mon avis sur Orange Bank."
Lucy,Voir mon témoignage en début du…,5,10/27/22,FR,"Personnel compétent à l'écoute, Stephanie très sympa et qui a prit le temps de contacter les services pour me donner une réponse et organiser le suivi de ma requête."
Anabelle Priscillia MINKOUE ELLA,Ça s'est très bien passé !,5,10/27/22,FR,
Vincent,Parfait,5,10/27/22,TN,"Très bon contact , réponse rapide à ma question"
MICHEL BENEDETTO,tres bien,5,10/27/22,FR,tres bon change dossier en cours de traitement
Consumer,Très satisfaite du service,5,10/27/22,FR,
Pépin,Faire un virement par sms !,5,10/27/22,FR,
Patricia,Tout politesse gentillesse…,5,10/27/22,FR,Tout politesse gentillesse compréhension.. ☺️
Bernard LE BOUTER,Simplicité d'utilisation-serieux dans…,5,10/27/22,FR,Simplicité d'utilisation-serieux dans les informations et comptes rendus de mouvements sur compte
Patrick SEGUIN,accueil de qualité un peu d'attente…,4,10/27/22,FR,accueil de qualité un peu d'attente téléphonique manque de fluidité entre l'espace et l'application Gbanque
Thomas Gilotin,Rapide,5,10/27/22,FR,"Rapide , efficace, fiable et gratuit que du positif"
Reignier,Bravissimo,5,10/27/22,FR,"Encore une fois, Orange Bank est simple et efficace. Je recommande..."
Jean Pierre ESSERTEL,Je suis très satisfait de l'usage…,4,10/27/22,FR,Je suis très satisfait de l'usage d'Orange Bank depuis 5 ans.
Viala Sophie,top banque en ligne,5,10/27/22,FR,jamais déçue
ROCHE,Malgré l attente un peu longue les…,5,10/27/22,FR,Malgré l attente un peu longue les réponses sont satisfaisant.
Baraffe,Tout est fluide chez Orange bank,5,10/27/22,FR,
Anne,Facile d'utilisation,4,10/27/22,FR,
Kléber,Caprice de la CB,5,10/27/22,FR,Parfois le sans contact est capricieux !...
Jimmy,Super,4,10/27/22,RE,Le problème c'est que vous pouvez pas faire de dépôt en espèces.
Duvernois,J'ai testé le paiement par smartphone…,5,10/27/22,FR,J'ai testé le paiement par smartphone adossé à mon compte Orange bank. Très bien. Pas encore tout à fait habitué
Marie Claude Marico,Depuis l'utilisation de l'application,5,10/27/22,MQ,"Depuis l'utilisation de l'application, j'ai des réponses claires à mes interrogations."
Aurélie,Très bon service client,5,10/26/22,FR,Rien à dire.Accès facile et rapide par messenger amenant à un échange clair et précis 👍
agnès COLLINOT,Impossible de joindre le numéro indiqué…,3,10/26/22,FR,"Impossible de joindre le numéro indiqué (0969322020), j'ai dû passer par internet pour demander à être rappelée.Ce qui implique que si on a besoin de vous joindre, mais sans internet à disposition, c'est juste impossible !Cela étant, mon interlocutrice a été parfaite"
Valerie,Quelques minutes d'attente et une jeune…,5,10/26/22,FR,Quelques minutes d'attente et une jeune femme au téléphone qui me donne en quelques minutes la marche à suivre pour faire modifier mon numéro de téléphone de référence... Cela devrait rentrer dans l'ordre d'ici moins d'une semaine...
Gérard,Échange et accueil très sympathique,5,10/26/22,FR,Échange et accueil très sympathiqueQualité d ecoute
Dominique,"J'ai appelé avant 14h ,il m'a été…",5,10/26/22,FR,"J'ai appelé avant 14h ,il m'a été proposé d'être rappelé entre 14h30 et 15h ,à cause de la surcharge d'appels. Ce qui s'est réalisé avec beaucoup de clarté  !26"
Anne,Aucun service après-vente,1,10/26/22,FR,Aucun service après-vente. Au mieux réponse par mail auquel on ne peut pas répondre.Conseillers inexistants si ce n'est un robot qui est incapable d'apporter une réponse à un problème spécifique.Frais bancaires exorbitants..etcA fuir
Gayraud,Parfait en tout point,5,10/26/22,FR,"Tout est parfait, on gère nos comptes en temps réel, très peu de frais voir aucun, les notifications sont reçues en temps et en heures pour éviter les erreurs de gestion de compte. Bref, un 10/10 je recommande grandement !"
Sara Egenschwiller,super appli,5,10/26/22,FR,"super appli , suivi rapide et tres intuitif"
Jacques,Traitement de ma demande rapide,4,10/26/22,FR,Traitement de ma demande faîte rapidement c'est superbe.
Michele,Conseils simples efficaces problème…,5,10/26/22,FR,Conseils simples efficaces problème résolu merci bien
Thierry,efficacité,5,10/26/22,GP,l'expérience est bonne.rien a redire
Salim Bouba,L'application est très simple et très…,5,10/26/22,FR,L'application est très simple et très efficace Est en ça se problème les experts vous aides .Merci beaucoup a l'équipe orange bank
Laurence Gallet,Merci pour votre offre,5,10/26/22,FR,Merci pour votre offre. et de la rapidité de la réponse
Karine Gacoin,J’adore l’envoi d’argent immédiat pour…,5,10/26/22,FR,J’adore l’envoi d’argent immédiat pour mon ado.
Michael,Superbe expérience,5,10/26/22,FR,
Koffi,Simple pas de prise de tête,5,10/26/22,FR,
JEAN-JACQUES,Très bon accueil,5,10/26/22,FR,Très bonne expérience
Catherine,Excellent,5,10/26/22,FR,Efficacité du conseiller et clarté des explications Amabilité
Jean Louis Blancard,Numéro de téléphone erroné sur…,5,10/25/22,RE,"Numéro de téléphone erroné sur l'indicatif, problème résolu immédiatement, et conseil très apprécié pour un accompagnement crédit"
Class Y,La pire banque avec laquelle j'ai eu le…,1,10/25/22,FR,"La pire banque avec laquelle j'ai eu le malheur d'être associé. Que des attentes inexcusables pour avoir accès à son argent soit par virement ou enfin clôture - plus d'une semaine et j'attends encore! Pas d'accès à mon propre argent (plus de 8000 dont j'ai besoin immédiatement). Je suis entrepreneur avec peu de temps, pourtant j'ai dû passé des heures et des heures pour accéder à mon propre argent (pourtant facile avec mes autres comptes) afin de chatter avec quelqu'un. Des experts avec qui on arrive éventuellement à parler avec (si l'on a de la chance - j'attends en ce moment (15 minutes déjà malgré la minute promis au départ!!) promettent toujours de tout résoudre ET.... POURTANT.... RIEN... Cette banque doit avoir des problèmes énormes. Attention!!!!!! Vous allez rapidement craché les carottes données pour vous faire signer. N'oubliez pas - IMPOSSIBLE de parler au téléphone avec quelqu'un et pas de réponse aux emails (mis à part les automatiques!!!) depuis le 13 octobre quand j'ai demandé la clôture de mon compte."
armagnac ,A l écoute de la demande,4,10/25/22,FR,
Daniele,oh la la oui,5,10/25/22,FR,entretien super à d'autres fois !!!!!!!!!!!!!!!!!
Cyril,En cours,3,10/25/22,FR,Le problème est en cours de résolution.
BERNARD,très chaleureux,5,10/25/22,FR,
Cawote,Parfait,5,10/25/22,FR,Conseils réactif et clair dans ces explications
Laurence,Application Gbanque,4,10/25/22,FR,"L'objet de mon appel, problème pour me connecter à l'application Gbanque.Rediriger vers un expert à ma demande dans le chat."
Michelle ,parfaite écoute et efficacité,5,10/25/22,FR,"a l écoute, claire et sérieuse"
Christine,Le traitement demandes chat de l'application n'est pas…,3,10/25/22,FR,"Le chat de l'application n'est pas satisfait, ça doit rester opérationnel pour des cas très simples."
Fabienne,Temps d attente trop long pour vous…,3,10/25/22,FR,"Temps d attente trop long pour vous joindre, opérateur aimable et patient"
jeannette ,Très bien que ça continue merci,5,10/25/22,FR,
Mindy,AUCUN SERVICE CLIENT,1,10/25/22,FR,"Presque 2 ans que ça dure !Je n’ai jamais reçu ma carte bancaire malgré une confirmation de réception, j’en ai demandé une nouvelle qui a soit disant été reçu mais que je n’ai jamais eu (je précise que le contrôle s’adresse à été fait).Impossible de me connecter sur l’appli pour payer avec le téléphone car oubli de mot de passe. Je le demande via le lien, rien ne fonctionne. J’essaie de communiquer avec Djingo (conseiller virtuel) qui ne sert strictement à rien et vous fait tourner en rond. J’ai eu plusieurs conseillers en ligne qui ne comprennent pas ma demande. En gros on me répète de faire MDP oublié. Je répète sans cesse que ça ne marche pas et on me dit de me connecter sur mon compte pour régler le problème..?!Du coup j’ai des frais tous les mois car je ne peux pas utiliser le paiement avec ce compte ! N’essayez même pas d’appeler le numéro service client il ne répond jamais quelque soit l’heure !!!Je me retrouve avec des frais bancaires que je ne peux rembourser puisqu’il est IMPOSSIBLE d’avoir accès à mon compte.En gros personne de disponible pour aider à régler le litige et la boutique qui a pu me faire souscrire à cette arnaque n’est pas en capacité de m’aider car eux ne gèrent pas ça ! On me refuse la résiliation tant que je ne paie pas ces frais alors que je b  as taille avec eux depuis près de 2 ans pour avoir simplement accès à MON COMPTE bancaire !"
Silvie,Problème résolu,5,10/25/22,FR,
SOSO77710,Demande solutionnée ( modif date de…,5,10/25/22,FR,"Demande solutionnée ( modif date de prlv), seul l'accès à un expert est trop compliqué, trop de questions pour aboutir à notre demande."
Roland,Reste à faire. .,4,10/25/22,FR,"Explication synthétique des 4 étoiles : il est constamment très difficile de vous joindre. Les problématiques abordées ne sont pas compatibles avec un service de qualité. Mais en revanche, l'accueil téléphonique, la pertinence des réponses et la qualité de l'engagement de la personne que j'ai eue relèvent le niveau. Il reste cependant beaucoup à faire pour améliorer l'ensemble."
Cyren,Achat très facile à faire…,5,10/24/22,FR,"Utilisation très facile pour acheter mon pain. Il m'est difficile d'avoir de la monnaie tous les jours. Ayant par contre mon portable sur moi, je peux très facilement payer avec en sans contact."
Gerard,Traitement demande sur application,5,10/24/22,FR,Très bon contact
CH.FA,j ai été séduite par l application…,4,10/24/22,FR,"j ai été séduite par l application orange bank prise en main rapide, utilisation facile à portée de tout le monde;"
Annette,Temps d'attente long pour être en ligne…,4,10/24/22,FR,Temps d'attente long pour être en ligne avec un conseiller
Fouad,Service après-vente excellent,5,10/24/22,FR,Service après-vente excellentL'application parfaiteJe recommanderai
Jean Pierre,Très bien,4,10/24/22,FR,"Très bien,  attente moyen"
Gregoire,Super,3,10/24/22,FR,Satisfaite des services
JEAN LUC,Tres pro,5,10/24/22,FR,Merci Laura tres professionnelle
Sylla,Achat téléphone Samsung  pliable,5,10/24/22,FR,Facilitation  de payement  et des des pourcentage  mes achats  chez Orange  boutique  .
Jm,"Très bien ,achat téléphone en plusieurs…",5,10/24/22,FR,"Très bien ,achat téléphone en plusieurs fois sans frais!"
Yvette,Il faudrait avoir plus d informations…,4,10/24/22,FR,Il faudrait avoir plus d informations sur le mode d emploi. Pourquoi pour mètre ma  carte en service aller dans tel DAB et pas dans un autre. pouquoi changer de code secret etc.....
Vivien,Parfait,5,10/24/22,FR,Prestation parfaite et efficace...
Jacques,Bon échange au téléphone,5,10/24/22,FR,"Bon échange au téléphone, précis et bon guidage dans mes démarches"
FLORIN,Rien à redire sur le service client…,5,10/24/22,FR,Rien à redire sur le service client nickel
Jean Gregoire,satisfaction client de la qualité…,5,10/24/22,RE,Bonjour je suis satisfait de la qualité des nouveaux services que vous proposez. Cela va rendre mes services bancaires plus adéquates.
Philippe,Très satisfait,5,10/24/22,FR,
Panouille,Rapidité du virement,5,10/24/22,FR,Le virement fait était sur le compte bancaire du bénéficiaire 15mn apres. Merci
Jacquest ,Dans l'ensemble le service est parfait,5,10/24/22,FR,
Lefebvre,Sans cette offre,5,10/24/22,FR,"Sans cette offre, je n'aurais pas remplacé mon téléphone. Merci."
Loisy,avis,5,10/23/22,FR,ceci est un avis
Provence ,Tout se passe bien.,5,10/23/22,FR,
client(e)GIUITTA,Ayant tous mes abonnements chez Orange…,3,10/23/22,TN,Ayant tous mes abonnements chez Orange adsl portables AIRBOX la Banque Orange est un plus sauf le refus d un prêt personnel...
Nzaou,J'ai rien à dire pour le moment je suis…,5,10/23/22,GP,J'ai rien à dire pour le moment je suis tomber sur de bon vendeur J'ai acheté je suis satisfaite et je reviendrai pour d'autres achats
Colomina,Prêt à la consommation,5,10/23/22,FR,La mise en place d'un prêt à la consommation a été rapide et les conditions clairement expliquées.
sheila,Service au Top,5,10/23/22,FR,Service au Top. Très rapide et efficace
sylvain D.,Très bonne expérience,5,10/23/22,FR,
Piet,Impeccable pour moi,5,10/23/22,RE,
Rousset,tres bien,5,10/23/22,FR,voux ete une banque super
amel harchaou,J'ai eu un problème avec mon téléphone…,5,10/23/22,FR,J'ai eu un problème avec mon téléphone et la prise en charge a été rapide.accès internet facile.Service clients opérationnel.
Jn,Tout ok,5,10/23/22,FR,Tout ok saif parfois pour payer le cafe dans les machines à café des sites Orange...
cliente,Très réactif,5,10/23/22,FR,Réactif simplicité je recommande
LANG,Bon accueil,5,10/23/22,FR,Bon accueil. Conseils clairs et précis. Souscription du prêt sans difficultés.
Eric Ningel,Pratique et fonctionnel,5,10/23/22,FR,
Mr sebastien  CARANOVE,Bien,5,10/23/22,FR,Bon échange accueil
alain boyer,Bravo,5,10/23/22,FR,Un superbe  accueil dans la boutique de feurs.Avec de bons conseils. Je recommande.
GINOUX Frédéric,Achat de mon mobile neuf !,4,10/23/22,FR,Achats mes mobiles neufs
PLATEL,Je suis ravie d'avoir pu acheter le…,4,10/23/22,FR,Je suis ravie d'avoir pu acheter le portable que je souhaitais
Elie,A voir,5,10/23/22,FR,"A revoir pour les crédit perso ,mais bon pour les téléphones chez Orange c et très très sérieux"
Vincent,Je suis très satisfaite d'Orange Bank,5,10/23/22,FR,"Je suis très satisfaite d'Orange Bank. Elle est parfaite pour moi et de plus, elle est gratuite.Merci"
Bertrand,Dommage qu'il faille appeler,4,10/22/22,FR,"Dommage qu'il faille appeler pour savoir où en est une demande faite depuis l'appli, aucun retour sur l'avancement ou le délai de résolution standard par l'appli, encore beaucoup de progrès à faire pour le service client et encore j'ai un expert maintenant que je suis en premium ce qui n'était pas si facile avec la carte standard. Je reste chez Orange bank principalement car je suis salarié Orange et que j'ai confiance dans votre capacité à vous améliorer. Merci"
Marc Roche,Rapide et direct...,5,10/22/22,FR,Le conseiller a été rapide et direct sur les réponses à mes questions.Il a pris le temps de chercher d'autres pistes lorsque les premiers essais n'étaient pas concluants.Merci
Rmichel,reseignement,5,10/22/22,FR,Personne très pro et agréable
Philippe,Parfait pour moi,5,10/22/22,FR,
Maria De Jesus mendonça borges,J'espère que vous ma comme votre client s'il te plaît,5,10/22/22,GF,Je voulais bien être votre client j'ai besoin d'une compte com urgence pour pour mon travail
marie-josée,J'ai apprécié qu'un conseiller me…,5,10/22/22,BE,J'ai apprécié qu'un conseiller me rappelle. Les réponses données étaient claires et précises
Gabriel,Après de multiples problèmes pour…,5,10/22/22,RE,"Après de multiples problèmes pour télécharger ma pièce jointe, une conseillé m'a rappelé et le problème a été vite resolu."
Océane,Très satisfait,5,10/22/22,FR,Très satisfait merci
Guillemet,je reste chez vous,5,10/22/22,FR,
Egli,Pour faire un virement,5,10/22/22,FR,"Pour faire un virement, c'est très simple et rapide."
Olivier ,Votre système de chat avec un robot ne…,5,10/22/22,FR,Votre système de chat avec un robot ne sert à rien
Remy,Dommage d'être obligé d'attendre un…,3,10/22/22,FR,Dommage d'être obligé d'attendre un code envoyé par voie postale.Temps trop long pour utiliser  à nouveau ce code.
Jean-Michel,Djingo est très limité,2,10/22/22,US,"Djingo est très limité, plus un robot qu'IA !l'accès à un conseiller est très difficile, et ceci est dommageable. J'ai mis 1h avant de tchatter avec Benjamin qui rapidement m'a proposé une conversation téléphonique pour traiter le problème de fraude."
Lionel,Top d utilisation,4,10/22/22,FR,Simple d utilisation et information immédiate
ROZANN,Facilité d'utilisation,5,10/22/22,FR,"Facilité d'utilisation, aucun problème, j'utilise Orange Bank en confiance."
François M.,Très pratique,4,10/22/22,FR,
BIANCHI13,Excellent,5,10/22/22,FR,Excellent je recommande
SALES Philippe,"simple, efficace, parfait",5,10/22/22,FR,"L'application fonctionne bien, l'accueil principales fonctions est simple et efficace.Je suis très satisfait de l'expérience client."
Mme PIN MARYLIN,n agence impossible de voir quelqu un…,4,10/22/22,FR,En agence impossible de voir quelqu un ??qui si connait dommage c est là que j avais pourtant souscri mon compte et impossible d avoir un référent au tel 'non plusEt le robot null
