id,User Name,Title,Rating,Time,Country,Content,emotion_label,emotion_prob
2252,Client,Orange bank est nulle comme…,5,10/12/2022,France,"Orange bank est nulle comme etablissement bancaire. Son application est très mauvaise. Elle est mal conçu et evalué. Les canaux de communication entre le client et le service hotline est ni fait et ni à faire. Il est quasiment impossible de contacter vos services. Je mets 5 étoiles car c'est pour la compétence et le professionnalisme des salarié(e)s d'Orange Bank mais en aucun cas pour l outil, la conception de l application, toutes les barrieres mises pour optimiser la qualite du service client.Orange Bank devrait completement change de direction  opérationnelle et de DSI car le service et les outils correspondants sont non fonctionnelles et operationnelles.Orange Bank a beau avoir les meilleurs salaries (competences et technicites) mais ils ont les mauvais outils de travail, canaux de communication est egal à un zéro pointé. La digitalisation (automatisme) ne veut pas dire se cacher derriere des robots (votre tchat ne sert à rien et n est d aucune utilité si ce n est de faire fuir tous vos clients). Le service client hotline doit rester un domaine reserve au coté humain.L informatique, les chatbots, Intelligence artificielle n'a pas sa place. La reclamation formule par des humains ne peut etre compris que par des humains !!!!Patron d'Orange Bank aimeriez vous que les actionnaires vous remplace par une intelligence artificielle ?",neutre,33.48
2253,Liliane,BON CONSEIL,4,10/12/2022,France,"BON CONSEIL, disponibilité",positif,49.33
2254,Martinache,Lien erroné,1,12/12/2022,France,Impossibilité d'envoyer les documents demandés pour finaliser le dossier de prêt Impossibilité de communiquer avec un conseiller Très décevant,très négatif,78.61
2255,Jérôme Chevallerau,Contact très compliqué,1,10/12/2022,France,Plusieurs jours avant de pouvoir enfin parler à un humain. Votre robot est complètement inutile.,très négatif,79.32
2258,Mélissa Darras,Conseillere à l' ecoute et efficace,5,10/12/2022,France,"Conseillere à l' ecoute et efficace , rapiditidé pour avoir un quelqu'un au bout du fil",positif,45.54
2259,Marie Pierre,Contact avec une personne charmante,5,10/12/2022,France,Cette personne a compris mon problème de ne pouvoir me connecter et m'a proposer de faire la démarche que j'attendais.,positif,35.01
2260,CUGNOT CATHERINE,Ouverture d'un compte,4,09/12/2022,France,"Attente un peu longue. Sinon bon contact, réponse cohérente !",positif,58.49
2261,Daniel Paté,"le conseiller m'trés bien compris,fait…",4,09/12/2022,France,"le conseiller m'trés bien compris,fait ce que je desirais et bien dépanner quant à l'application Gbanque",positif,48.82
2262,Nathalie,Excellent relationnel,5,09/12/2022,France,Conseiller à l'écoute,positif,44.11
2263,Rudy,Super,5,09/12/2022,France,Bon accueil et résolution rapide,positif,47.28
2264,Audrey,Conseillère qui a su répondre…,5,09/12/2022,France,Conseillère qui a su répondre parfaitement à ma demande. Agréable et à l'écoute.,très positif,54.23
2265,florence G.,Je suis contente d'orange bank j'ai pû…,5,09/12/2022,France,Je suis contente d'orange bank j'ai pû joindre facilement un conseillé qui m'a votre pris en charge et apporter la solution a mon problème.,très positif,45.38
2266,Soifia,Impossible d’avoir un conseiller…,2,09/12/2022,France,"Impossible d’avoir un conseiller…Je cherche depuis plusieurs jours à essayer de joindre un conseiller via l’assistant virtuel Djingo mais celui ci me propose de faire des demandes et de patienter plusieurs jours avant d’avoir une réponse. De plus le numéro d’orange Bank n’est pas utilisable pour essayer d’avoir quelqu’un au téléphone. J’ai cru comprendre que la ligne téléphonique était réservée aux clients Premium ce qui est, à mon sens légèrement discriminatoire pour les autres clients qui pourraient se retrouver dans une situation compliquée et nécessitant une réponse urgente … Mes demandes auraient été « envoyées » mais je n’ai jamais reçu d’accusé de réception me prouvant qu’elles ont vraiment été envoyées. La situation est ubuesque car il ne faudrait que 5 minutes à un conseiller pour répondre à 2 questions !",très négatif,65.6
2267,Sophie,J'aime le service !!,5,09/12/2022,France,J'aime le service !!les comptes enfants super!,très positif,50.36
2268,brigitte DELARCE,Comment comptabilisent-t-ils nos mouvements bancaire?,2,09/12/2022,France,"Après un passage de Groupama Banque à Orange Bank, le rendu des opérations sur l'appli mobile laisse à désirer, j'ai une carte bancaire à débit immédiat. Quelques instant après un achat par carte, la somme est débitée et un nouveau solde est indiqué. - 1er cas  retrait espèces de 300 € déduit 2 fois du solde- 2éme cas Don au téléthon le 5/12 de 100€ apparu en déduction du solde mais le 9/12, il a disparu?- 3éme cas une opération de 199.50€ contestée déduite 2 fois du solde.Bref je ne sais plus quel est mon solde réel à ce jour.Lors de l'appel téléphonique la personne me confirme le montant de mon solde bancaire et m'indique que tout va rentrer dans l'ordre sous peu.Je la croit, mais je n'apprécie pas de devoir constamment vérifier mon solde. J'était cliente de Groupama Banque pratiquement depuis sa création, Orange Bank ne me satisfait pas.",négatif,42.91
2269,Avis,Extrêmement déçu.,1,10/12/2022,Égypte,"Comment peut-on laisser une note positive ? Compte bloqué suite à un virement de 4000€. Demande de justificatif, pour... 4000€...Je suis un baron de la drogue qui blanchi 4000€ d'argent... Quelle honte. C'est lamentable.Service client inexistant, le seul contact se fait avec un assistant nommé Django encore plus incompétent qu'un stagiaire à son 1er jour. Des réponses hors sujets et inutiles. Accès à l'application bloqué. Carte bancaire bloquée. Compte bloqué. Pas de contact possible. Pour... 4000€...Édit à la réponse de Francis : déjà répondu, pas de réponse à ce jour, bloquer un compte et laisser une équipe incompétence prendre tout son temps pour résoudre un problème critique. Pour répondre sur les réseaux, il y a du monde hein ? Mais le service client il est où quand on a besoin de lui ?PS: donner un mail sans fautes de frappe, c'est mieux.",très négatif,95.14
2270,Jean Bernard,j'avais un problème pour ma première…,4,09/12/2022,Réunion,"j'avais un problème pour ma première connection, et j'ai eu plus de détails avec mon interlocutrice.",positif,41.84
2271,Ba,J'ai eu un mail crédit accepté mais…,3,08/12/2022,France,J'ai eu un mail crédit accepté mais j'ai plus de retours.Est ce normal ?,très négatif,42.77
2273,Dom,Clarté des explications,5,08/12/2022,France,"Disponibilité, clarté des explication, prise en compte rapide",très positif,63.23
2274,Jacques,Un échange efficace à ce stade. Le problème étant toujours en cours de résolution.,5,08/12/2022,France,"Contexte : J'étais bloqué pour accéder à mon compte orange bank depuis mon ordinateur. J'ai échangé par chat puis été appellé par un conseiller, le chat automatique ne savant pas répondre à ma demande.Le problème a bien été cerné par le conseiller (Nicolas) qui m'a indiqué la marche à suivre.J'ai apprécié l'écoute du conseiller, sans pression de sa part sur le temps nécessaire pour comprendre le dysfonctionnement.",neutre,39.64
2275,Jean Francois,Samantha tres à l'écoute et réactive,5,08/12/2022,France,Samantha très à l'écoute et réactive,très positif,51.22
2277,Bebe Fuuduf,Je vous déconseille d’ouvrir une compte…,1,09/12/2022,France,"Je vous déconseille d’ouvrir un compte chez eux , je vous explique mon j’ai une demande d’ouverture de compte depuis 15 novembre 2022 j’étais en l’étape final du dépôt pour l’ouverture du compte carte bancaire une depot effectuée j’attend 2 jours qu’il valide le dépôt et biz. Reçu j’appelle le service il me dise que ma carte bunq n’est pas accepter chez eux que je vais être remboursé dans dans jours ouvré les 5 jours sans aujourd’hui toujours leur service par chat ou par tél me sors toujours le même copie coler nous aller mettre en priorité bla bla , hors qui ce bouge pas il bloque vos fond qui von travailler sur leur comptePourquoi mon compte a était débiter l’argent na pas était retourné à ce jour débiter depuis le 15 novembre 2022 Arrêter de croire les gens pour des bêteVous avez un service express bien actif pour répondre au commentaire bravo pour répondre au e-mail au réclamation de mon mon remboursement aucune réponse par e-mail ÉVITER D’OUVRIR UN COMPTE ORANGE BANK DES MITO QUE DU COMMERCIAL",très négatif,89.74
2278,LOIC,Efficacité et amabilité,5,08/12/2022,France,"Rapidité de réponse, d'identification et de lien avec le service concerné",très positif,54.54
2279,Dalery,J'ai un problème avec mon moyen de paiement carte. Celui ci se fais refuser sur les sites en ligne,1,08/12/2022,Réunion,"Bonjour j'ai un probleme avec mon m'en de paiement, je peut retirer de l'espèce dans un distributeur ou même faire passer ma carte par centrale digital de CB . Sauf que je ne peut pas faire de paiement en ligne. J'ai contacter un conseiller le 06 décembre 2022 qui m'a informée que le paiement en ligne a été bloquer pas de espace client, mais d'un service. L'information va être remis en priorité pour que se déblocage se fasse. Aucune levée a été faite jusqu'à présent. Orange Bank, j'ai un crédit à régler, l'échéance des paiements par carte. Quel est la solution pour que je puisse à nouveau avoir accès au paiement pour régulariser ma situation au plus vite ? J'ai aussi des factures de téléphone et internet a régulariser avant restriction.",très négatif,48.77
2280,Laëtitia C,Du jamais vu,1,08/12/2022,France,Du jamais vu : un organisme de crédit qui demande nos identifiants et mot de passe de notre banque pour pouvoir donner une réponse au crédit. Est ce que vous voulez également ma carte bleu et mes clefs de voiture ? Les identifiants de la banque sont des données confidentielles. Juste de l'hallu !!!,très négatif,86.85
2281,Nisas,Demande urgente d'augmentation de…,1,08/12/2022,France,Demande urgente d'augmentation de plafond depuis deux jours bientôt trois.  Pas nouvelles.  Mon argent est bloqué chez eux.  Impossible de retirer.  Une vraie galère.,très négatif,88.19
2282,Catherine,Après un débit frauduleux sur mon…,5,08/12/2022,France,"Après un débit frauduleux sur mon compte orange, j'ai appelé le service téléphonique, qui m'a tout de suite aiguillé pour faire opposition et contester le débit.Tout cela m'a été confirmé par mail immédiatement.J'attends des nouvelles de cette contestation.Mon interlocutrice a été très claire et m'a aidé lors des étapes successives à réaliser.",positif,43.96
2283,Marcel,Rapidité de la prise en considération…,5,07/12/2022,France,Rapidité de la prise en considération de la demande.,positif,47.85
2284,SAMYN Maxime,A FUIR,1,07/12/2022,France,"Marquer sur l'application que le découvert demander est autoriser depuis le 1/12 mais que les paiement par carte sont toujours refuser. Après 1h pour avoir un conseiller (leur chat est buger), on me dit que le découvert n'est pas autoriser et qu'il ont envoyer un mail (que je n'ai pas reçu) Donc je me retrouve avec des factures que je ne peux pas payer pour mes clients et le service client s'en foute royalement.Résultat : je change de banque",très négatif,87.4
2285,Michel,Interlocuteur très agréable et très gentille et très à l'écoute,5,07/12/2022,France,Super accueil et très à l'écoute de mon problème,très positif,59.74
2287,Gregory,Disponibilité et amabilité,5,07/12/2022,France,Le service a rapidement répondu et a été très efficace dans le traitement de la demande.,très positif,52.21
2289,Emmanuel Billes,La mis à jour de mon justificatif…,4,07/12/2022,France,La mis à jour de mon justificatif d'identité ne se faisait pas à partir de mon application mobile. Je rencontrais toujours le message 'service momentanément indisponible'.,neutre,35.91
2290,Celine,Écoute,4,07/12/2022,France,"Écoute, professionnalisme, rapidité",très positif,66.99
2291,Benjamin Rm,Crédit accepté je devais recevoir les…,1,07/12/2022,France,"Crédit accepté je devais recevoir les fonds le 5 décembre on est le 7 toujours rien sur mon compte , impossible de joindre le service clients",très négatif,90.71
2293,Tania,Très bien,5,06/12/2022,France,Personne clair et compréhensible,positif,40.45
2294,E.G,CE QUE OB NE DIT PAS!! et vous prend en otage,1,06/12/2022,France,"client depuis 4 ans , sans problème, Depuis le 28/11/22 mon compte est bloqué avec un solde créditeur (1600€)le plafond n'est pas dépassé ,je suis allé faire mes courses le 3/12/22 a 18km en toute confiance et mon plein d'essence car j'étais en réserve, a la caisse paiement refusé ( insuffisance) obligé de laisser le caddie a la caisse HONTE et Incompréhension!!Impossible de faire de l'essence !! donc impossible de rentrer !! Je suis en invalidité ,je suis rentré en stop sous la pluie ! sans rien a mangé ,pas de nourriture pour mes animaux ect ..A ce jour ,depuis le 29/11/22 aucune réponse d'OB mise a part que mes prélèvements vont etre refusés ,je ne peux pas payer mon loyer ,je suis bloqué chez moi .Sur les forums je découvre que je ne suis pas le seul , OB bloque votre argent 2 mois !! si vous déposez un chèque , la banque émettrice a été débitée sans problème, mon compte crédité ,relevé de compte indique clairement  le crédit du chèque ça vous mets en confiance mais c'est faux !! vous n'avez pas accès a votre argent !!",très négatif,69.66
2295,Rose,Très satisfaite,5,06/12/2022,France,Le conseiller à très bien répondu à ma demande et à su m'orienter suite à mes questions.,très positif,54.66
2297,Antoine Cornic,Impossible d’avoir un conseiller aucune…,1,06/12/2022,France,Impossible d’avoir un conseiller aucune gestion du service client une entreprise de services ne doit elle pas une gestion à ses clients ? Ce n’est pas contractuel ?Incroyable !!!!!! Qu’une ´´banqué’ puisse se permettre de tels agissements sans être inquiétés par la répression des fraudes !!!,très négatif,87.02
2298,Nordine,Une interlocutrice efficace et…,5,06/12/2022,France,Une interlocutrice efficace et sympathique,positif,52.58
2299,Camile DELBARRE,Prêt accepté,3,06/12/2022,France,"Bonjour, Je voulais savoir j’ai signé electroniquement mon contrat prêt accepté définitif. Mais plus de nouvelle depuis j’ai la mise à disposition des fond le 12/12/2022 est ce normal? Ou je doit m’inquiéter Merci",très négatif,41.46
2300,EMILE CHARLAT,A voir dans le temps futur bons contacts téléphoniques,5,06/12/2022,France,Bons contacts téléphoniquesProfessionnelsAgréablesRéponses assez rapides et efficaces,positif,47.36
2301,Maureen Cornic,Service client nul,1,06/12/2022,France,"Service client nul, aucun interlocuteur, aucune réponse… si 12 jours après !! Avec Orange bank, ils se moquent de leurs royalement des clients  !…",très négatif,96.46
2302,Jean,Délai d'attente,3,06/12/2022,France,Conseiller excellent délai d'attente tél. beaucoup trop long comme d'habitude et j'ai eu recours au rappel par un conseiller.,positif,36.96
2304,jeanpierre rigaud,Bonjour  depuis j'ai  installé …,2,05/12/2022,France,Bonjour  depuis j'ai  installé  l'application  sur mon mobile  dès achat ou virement  n'apparaissent  pas sur mes relever de compte  c bizarre  non avant tous allé  bien,très négatif,37.96
2306,desbois michel,j'ai pu vous contacter facilement avec…,5,05/12/2022,France,j'ai pu vous contacter facilement avec le N° que m'a communiqué Groupama car le 80112633001 doit être raccordé sur un baobab dans la forêt amazonienne car à n'importe quelle heure on a 15 minutes de blabla et au bout de ce délai : un message rappelez plus tard !!,très négatif,37.43
2308,Karim,Bien,5,05/12/2022,France,J'ai demandé un renseignement j'ai bien était rensegne très très bien,positif,44.96
2310,Christiane Vacher,clôture de compte,1,03/12/2022,France,J’attends avec impatience la clôture de mon compte en vain …. Pour l’ouverture ce fût effectué en 5 minutes ???,très négatif,79.28
2311,Samy,parfait,5,03/12/2022,France,a répondu parfaitement ma question,très positif,56.06
2312,Emilie,"Un seul appel,et on me dit quoi faire et…",5,03/12/2022,France,"Un seul appel,eton me dit quoi faire et comment! En toute simplicité, et facilité quand on fait pas souvent sur son téléphone.",très positif,69.93
2313,VINCIANNE,J'ai eu une interlocutrice très…,5,03/12/2022,France,"J'ai eu une interlocutrice très agréable, qui a pris le temps de chercher, pour au final répondre favorablement à ma requête.",très positif,49.42
2314,Joseph,TOPTOP,4,03/12/2022,Guyane française,Une bank ou vous ne perdrez rien,très négatif,29.19
2316,André Granjo,Excellent,5,03/12/2022,France,Très respectueux,très positif,44.44
2317,Rim,Compte bloqué depuis 3 jours aucun retour,1,02/12/2022,France,Compte bloqué depuis 3 jours aucun accès malgré mes relances ça m’a mit dans une situation compliquée parce que je ne peut pas honorer mes transactions Que du chat une fois en insistant une personne m’a appelé juste pour me dire que la demande est transmise pas de plus et limite je dois m’estimer heureuse d’avoir un service Service robotisé et le tchat ça fait que couper et un conseiller j’ai rien dit de mal poli j’étais énervée pour dire que c’est nul comme service il me demande d’être courtoise ils s’en foutent des gens et de leurs situation pas de retour pour l’état d’avancement et j’ai que des problèmes à cause de ça C ´est comem mon argent mais franchement comme système de traitement nul,très négatif,83.57
2318,Franck,Dialoguer avec  un conseiller,3,02/12/2022,France,J ai eu des difficultés pour obtenir un chat avec un expert,neutre,32.11
2319,Cecile,Satisfaisante,5,02/12/2022,France,A répondu à mon problème qui en cours de résolution,positif,53.58
2320,Antoine IVARNES,Clair et net.,5,02/12/2022,France,L'interlocuteur à répondu à mon problème rapidement et clairement.,très positif,51.01
2321,Antonia,Positif,4,02/12/2022,France,Mon problème a été traité,positif,39.42
2322,Gambier,excellent accueil conseiller très à l…,5,02/12/2022,France,excellent accueil conseiller très à l écoute du client et explicant bien pas à pas le déroulement et la suite à donner à la demande,très positif,56.88
2323,Veronique Gex,Compte bloqué aucun retour,1,02/12/2022,France,"3 jours que j'essaie d'accéder à mon compte et de contacter Orangebank (via l'assistant virtuel, depuis l'application, le site, j'ai envoyer 3 mails, essayer de téléphoner) et je n'ai aucun retour. Je ne peux donc plus faire d'achat en ligne, de virement, consulter mes comptes. Tout ça parce que j'ai changé de téléphone portable !! Je me vois contrainte de fermer mes comptes et livretsRectificatif : on vient de régler mon problème, merci trustpilot grâce à qui j'ai pu contacté Orangebank via un mail où on n'a traité ma demande rapidement. 3 jours de stress tout de même !",très négatif,78.53
2324,Henri,"un problème, mais il y a l'expert...",5,02/12/2022,France,bien que je ne puisse pas faire ce qui est préconnisé avec l'appli android. J'ai reçu une aide qui j'espère va résoudre le problème.Merci à l'expert.,neutre,44.18
2325,Armand,Parfait,5,02/12/2022,France,Parfait merci,très positif,87.55
2326,Dalibard,Débit différé,4,02/12/2022,France,La carte fonctionne bien,positif,52.4
2327,Pakistan,Je suis très satisfait en tant que…,5,02/12/2022,Gibraltar,Je suis très satisfait en tant que nouveau client.Simple rapide et efficace.Bravo aux personnes professionnels qui sont toujours là pour répondre à nos divers questions.,très positif,86.95
2328,Louis-Michel,Bon conseil,5,02/12/2022,France,"Bon conseil, rapide et efficace.",très positif,53.62
2329,Adeline,Délais d'attente très court et de…,5,02/12/2022,France,Délais d'attente très court et de bonnes explications avec des propositions de solutions,positif,49.67
2330,ORBOIN,Professionnels et efficaces,5,02/12/2022,Réunion,Appréciation incontestable. Accord prêt rapide,très positif,52.94
2331,Hamel,Je n'ai aucun soucis pour mes virements…,5,02/12/2022,France,Je n'ai aucun soucis pour mes virements et autres opérations Diverses Je suis très satisfait,très positif,70.55
2333,Meignant,Opérations rapides,5,02/12/2022,Réunion,Rapidité d'exécution des virements. Modification des plafonds dans les minutes qui suivent. Suivi en temps réel des opérations.,positif,48.74
2335,Christophe LE NEILLON,Top !,5,01/12/2022,France,"Amabilité et professionnalisme de la conseillère, Déborah.",positif,45.08
2336,Chris,Plafond carte,1,01/12/2022,France,Impossible de faire augmenter rapidement le plafond de la carte premium pour payer un voyage. Refusé dans un premier temps sans explications et sans être averti. On le sait uniquement quand on essaye de payer. J’appelle. On me dit « cela doit être une erreur car votre dossier est bon.  On refait une demande. » Oui mais là c’est urgent on a perdu déjà 48h et je dois payer mon voyage sinon il sera annulé et bien il s’en fiche. Ne peuvent pas aller plus vite,très négatif,84.26
2337,vina jean,très bien,4,01/12/2022,France,très bienles conseillères sont a l'écoute et très facile a contacter.La seule raison pour laquelle je ne met pas 5 étoiles c'est qu'on ne peut pas approvisionner son comptesans pouvoir faire de versements en liquide.,neutre,43.15
2338,Client,demande de virement,5,01/12/2022,France,rapide simple efficace,positif,46.17
2339,Antho,Parfaite,5,01/12/2022,France,La Conseillère Su parfaitement répondu à ma demande,très positif,51.45
2340,Lionel HOLE,Super,5,01/12/2022,France,Tout est bien. Rien à changer... Poursuivez ainsi!!,très positif,78.66
2341,Allan,Réponse rapide,5,01/12/2022,France,"Réponse rapide, aucune attentes, réponse claire, efficace. Très bonne écoute et réponse au problème du conseiller.",très positif,76.51
2342,Caron,Au top de mes attente même voir mieux…,5,01/12/2022,France,Au top de mes attente même voir mieux que ce que j'attendais,très positif,72.36
2343,Aseca,100% mobile,5,01/12/2022,France,"100% mobile, parfait",très positif,88.65
2346,Valentin,Il est assez ennuyeux de parvenir à se…,5,01/12/2022,Indonésie,"Il est assez ennuyeux de parvenir à se débarrasser de l'assistance virtuel, et quand il s'agit d'une situation urgente on aime pouvoir s'adresser à un être humain.Au delà de ça tous les agents avec qui j'ai pu échangé ont été d'une aide précieuse.",négatif,37.74
2347,Monsieur LIBER,Projet de travaux,4,30/11/2022,France,"Grâce toute les explications qui m'ont été transmises par l'interlocuteur, cela m'a permis de concrétiser mon projet.",très positif,65.5
2348,Laurent Fort,Très bien pendant les vacances a l…,5,30/11/2022,France,Très bien pendant les vacances a l étranger,positif,48.42
2350,Del,Pratique,5,30/11/2022,France,J ai pu en profiter pour financer mon nouveau téléphone.,très positif,52.32
2351,Francoise,virement,5,30/11/2022,France,je souhaitais faire un virement et effectuer une demande de carte bancaire,très négatif,31.3
2352,G.R.,Mitigé,4,30/11/2022,France,Presque parfait.... A suivre,très positif,52.4
2353,vanessa feroussier,Rappel rapide,5,30/11/2022,France,"Rappel rapide , et explication pour résoudre mon problème rapide aussi",positif,46.08
2354,Aurore Sobotka,Je n’ai aucun suivi de ma demande de…,1,30/11/2022,France,"Je n’ai aucun suivi de ma demande de prêt, impossible de joindre un conseillé.",très négatif,91.36
2355,Franciette,"Très bien, très simple et rapide",5,30/11/2022,Martinique,Très professionnel. Je suis très satisfaite.,très positif,76.05
2357,Abina,Confiance malgré...,1,30/11/2022,France,Bonjour. Voir mon message envoyé il y a 1 minute. Merci,très négatif,36.31
2358,V. Bnl,Service client zéro pointé,1,30/11/2022,France,BonjourC est très compliqué d avoir un expert a disposition par le biais de votre robot Diego.J ai besoin de savoir comment vous envoyer le contrat signé de mon crédit...Aujourd'hui toujours pas de réelle réponse et impossible de vous joindre.Merci,très négatif,79.83
2359,Nabil,Orange a toujours répondu à mes attentes mes…,5,30/11/2022,France,"Orange a toujours répondu à mes attentes, je n'ai rien à dire concernant le service clientèle mobile , internet.C'est pourquoi je viens de souscrire à votre offre orange bank afin d'y recevoir mon salaire et en faire ma banque principale.",très positif,63.31
2360,Grégory,Sérieux et rapidité,5,30/11/2022,France,"Suite à un problème de validation de carte bleue, ma demande a tout de suite été prise en compte par vos services avec rapidité et sympathie.",très positif,48.72
2361,Jean Marc,Facile par l espace client et avec…,5,30/11/2022,France,Très facile par l espace client et avec la personne au téléphone,très positif,52.74
2362,Daniel Vila ,Achat,5,30/11/2022,Réunion,Rapidité flexibilité pour effectuer un achat avec ce service,très positif,59.87
2363,Jeson  Dutrey,Problème d'accès application orange,5,30/11/2022,France,Je ne pouvais plus accéder à mon compte bancaire via l'App. La conseillère a résolu le problème en moins de 5 min.,neutre,22.82
2364,Claire,J'ai apprécié la disponibilité et la…,5,30/11/2022,France,J'ai apprécié la disponibilité et la réactivité.,positif,49.53
2365,Client,Action bancaire réalisée sans problème,5,30/11/2022,France,"L'action réalisée ne m'a pas posée de souci particulier, simple et rapide !",très positif,47.53
2366,N Gouan,Excellente,5,30/11/2022,France,Excellente SuperFacile,très positif,84.96
2367,parabiosante parabiosante,Pas décu!,5,29/11/2022,France,"Ponctuels dans les rappels, efficace tout en étant agréable. Pour le moment pas décu d'orange bank",positif,58.99
2368,ANTOINE CAMBRIA,Rien à redire,5,29/11/2022,France,Rien à redire. J'ai apprécié de payer en 4 fous sans frais avec une réponse et un accord dans les 15 mn qui ont suivi ma demande.,très positif,69.35
2370,Gramard,financement rapide,5,29/11/2022,France,Je suis très satisfait du orange banque,très positif,72.85
2371,Sandrine,Accès Orange Bank,5,29/11/2022,France,Problème résolu dès que j'ai pu entrer en contact avec un Conseiller.,neutre,27.47
2373,BULTEY,très satisfaisant,4,29/11/2022,France,Très satisfait,très positif,65.16
2374,LAVERGNE,emprunt,5,29/11/2022,France,Pas de problème avec orange bank,positif,45.71
2376,Amaya Muza,Très satisfaite très sérieuse et facile…,5,29/11/2022,France,Très satisfaite très sérieuse et facile à avoir un crédit,très positif,75.27
2377,Truth Seeker,Carte non utilisable,1,29/11/2022,France,"Service inacceptable. Je suis tout nouveau client, j'ai reçu ma carte samedi : impossible de m'en servir ! Je l'ai pourtant bien activée. Toute opération m'est refusée, qu'il s'agisse d'un retrait en DAB (j'ai tenté une dizaine de banques différentes), d'achat en magasin ou en ligne. Le chat de l'application, oubliez le, ce n'est qu'un robot inutile qui vous répond. Au bout d'un certain temps il propose de créer une demande pour qu'une personne physique prenne le relais : au bout de trois jours personne n'a pris mon problème en charge. Le numéro de téléphone est fantoche : la boîte vocale vous dit que Djingo, le foutu robot de l'application est là pour répondre à nos questions. J'ai finalement pu joindre une personne sur Twitter. Elle m'a dit avoir fait réparer une ""désynchronisation"" sur ma carte. J'ai testé : toujours le même problème. Et depuis ils m'ignorent ! Intolérable. La banque a plusieurs centaines de millions d'euros de déficit et ça se comprend avec un service aussi déplorable. Continuez ainsi ! Je vais partir de cette banque dans la semaine pour un concurrent, ne faites pas comme moi, Orange Bank est un service amateur et une perte de temps.",très négatif,93.53
2378,Cristina,Très facile conseille très aimable est…,5,29/11/2022,France,Très facile conseille très aimable est pacifique,très positif,58.04
2379,Domont,Sa  ma beaucoup d'aider à payer mes…,5,29/11/2022,France,Sa ma beaucoup d'aider à payer mes factures de  Orange surtout quand on a un soucis avec notre carte bancaire du compte precipale,positif,43.62
2381,Roger,Depuis que j'ai ouvert le compte.,5,29/11/2022,France,"Depuis que j'ai ouvert le compte, aucun problème.",très positif,67.35
2382,roby,réponse claire,4,29/11/2022,France,un peu long le temps d'attente .L échange avec le conseiller était courtois et efficace,positif,50.1
2383,Awam Amioth,Je recommande vivement orange bank il y a une facilité d'ouverture du compte et d'Utilisation et surtout pleins de bon conseils pour la gestion du compte,5,29/11/2022,France,Utilisation facile et compte sécurisé pour les achats,très positif,54.59
2384,AWA,Un crédit à un taux compétitif sans que…,5,29/11/2022,France,Un crédit à un taux compétitif sans que je sois client chez eux à la base !Donc pas d'hésitation.... transfert chez Orange bank !Il faut juste se faire aux banque en ligne !!!,très positif,44.84
2385,Michel T,Parfait chez Orange Bank,5,29/11/2022,Belgique,"Ayant un compte chez Orange Bank depuis des mois, j'en suis très satisfait. Un rappel de OB que chaque  mois, il faut faire un retrait ou un paiement, sinon direct les frais bancaires.",très positif,63.56
2386,jean chevrot,relation clientèles bonne,5,28/11/2022,France,mes échanges étaient basé pour une clôture de compte les échanges étaient bien renseigné clôture de compte car ne maitrise pas les mouvements bancaire sur le mobile,négatif,32.36
2387,Messaoud Abdelli,Premier contact pour ouverture de…,5,28/11/2022,France,Premier contact pour ouverture de compte en cours ! Je tiens à remercier l'interlocutrice très patiente et très gentille,très positif,45.56
2389,Jonas,Le conseiller tres a l'ecoute et…,5,28/11/2022,Réunion,Le conseiller tres a l'ecoute et reactif.Je suis tre satisfait,très positif,62.75
2390,Alexandre,Rapide et efficace sur le traitement du…,5,28/11/2022,France,Rapide et efficace sur le traitement du problème.,positif,49.29
2391,Palix,Pas besoin de se rendre dans des agents…,5,28/11/2022,Martinique,"Pas besoin de se rendre dans des agents pour avoir un renseignement ou faire des mouvements d'argent sur mes comptes. Mon dentiste me dit que je n'ai pas encore versé d'acompte sur ces interventions, j'ai ouvert mon compte devant lui et je lui montre que j'avais déjà tout payé. Merci Orange Bank",très positif,52.64
2392,MJ,Service client honteux,1,10/01/2023,France,"Cela fait plusieurs fois que ma carte se bloque ou que des virements que je tente de faire sont annulés. Sans raison puisque les fonds sont largement disponibles et les plafonds non atteints. Et quand finalement on a un conseiller après être passé par le robot que ne sert à rien, la phrase qui revient en boucle est : Je ne peux m'avancer sur les délais de traitement du service concerné. Honteux.MAJ 10/01 : carte bloquée à nouveau sans raison et sans être prévenu, virement impossible à effectuer depuis 3 mois, refus de chéquier, demande de virement par téléphone toujours pas prise en compte au bout de 5 jours.",très négatif,88.25
2393,Hubert,Bonjour contact téléphonique,1,28/11/2022,France,BonjourJ ai un compte premium avec carte bancaire premium et je n' arrive pas être en contact avec un conseiller expert par téléphone cela est très décevant.J espère que mon avis va être pris en compte.,négatif,43.23
2394,Treguer,Réponse rapide,5,28/11/2022,France,"Réponse rapide, recherche pour la solution du problème, coup de fil pour mieux communiquer",très positif,46.06
2395,Didier Garric,Continuez ! Pour le moment j'ai rien à dire de plus.,4,28/11/2022,France,Je ne connais pas les autres banque en ligne mais Orange Bank me vat très bien.,positif,44.13
